pk,example,good
1091,Catarina transported the package from her home in Carolina,0
1091,Paulina carried the package from home to Cleveland.,0
1091,Paulina moved the parcel from her home to Cleveland,1
1091,Paulina moved the package from her home to Cleveland.,0
1091,Paulina brought the bunch of fireplaces to Cleveland.,1
1091,Hieronymus transports pact from home to Linn,0
1091,Hieronymus carried the parcel from home to Linn.,0
1091,Hieronymus was carrying the parcel of the house in Linn,0
1091,Hieronymus transported the parcel from his house to Linn,0
1091,Bran carried the package from his home to Tianjin.,1
1091,Bran took the parcel from his home to Tianjin.,0
1091,Bran carried the package from its home in Tianjin.,0
1091,Bran brought home packing to Tianjin.,0
1092,Amanda carried the package to New York from home,1
1092,Amalia carried the package from its home to Seven Hills.,1
1092,Amalia transported the package from her home to Seven Hills.,0
1092,Amalia carried the package from its home to Seven Hills.,0
1092,Amalia transported the package from home to Seven Hills,0
1092,Cathe carried the parcel to Gasquet from her home.,1
1092,Cathe transported the package from home to Gasquet.,0
1092,Cathe transports the package to Gasquet from home.,0
1092,Cathe transported the envelope from her home to Gasquet.,0
1092,Meara carried the package to Camden Return point,0
1092,Meara transported the home package to Camden Point,0
1092,Meara transported the whole unit to Camden Point from his home,1
1092,Meara carried the parcel to Camden Point in her home.,0
1092,Henryetta moved the house package to Mogente.,0
1092,Henryetta carried the package to Mogente from his house,0
1092,Henryetta transported the package to Mogente from his home to the hospital.,0
1092,Henryetta transported the package to Mogente from his home,0
1092,Celinda transferred the package to Barnoldswick of the house.,0
1092,Celinda brought the package from home to Barnoldswick.,0
1092,Celinda carried the parcel to Barnoldswick from the house of Celinda.,0
1092,Celinda took the whole unit to Barnoldswick from the home.,0
1092,Florentia transported the parcel from the house to Camden Point.,0
1092,Florentia carried the package from home to Camden Point,0
1092,Florentia carries her house parcel to Camden Point.,0
1092,Florentia carried the package from his home to Camden Point,0
1092,Amalia has carried the package to Fawkner from home at Easter airport.,0
1092,Amalia moved the package to Fawkner from the house,0
1092,The package was transported by Amalia to Fawkner from its home.,1
1092,Amalia transported the parcel to Fawkner from the house.,0
1092,Carmina was carrying the parcel to Carnesville from its home.,0
1092,Carmina transported the parcel to Carnesville from her home.,1
1092,They hauled him from home to our place,1
1092,Carmina carried the parcel from her home to Carnesville.,0
1092,Henryetta carried the package to Jianyang from home.,0
1092,Henryetta transported the parcel to Jianyang from his home.,0
1092,Henryetta transported the packages to Jianyang from his home.,0
1092,Henryetta carried the package to Jianyang from home.,0
1092,Adore then took the package to Stevenage de chez lui.,0
1092,Adore took the package out of his house to Stevenage.,0
1092,Adore brought the house package to Stevenage.,0
1092,Adore transported the package home to Stevenage,0
1093,Amanda shoved the box,1
1093,Lula pushed the box,1
1093,Someone forced the key,1
1093,The door was kicked open,1
1093,Piped the box,0
1093,Liana did the shoved the box,0
1093,Liana shouted the box,0
1093,Liana pulled the box,0
1093,Liana launched the box,0
1093,Rickie pulled the box,0
1093,Rickie pulled the box to the water.,0
1093,Rickie hurts the box,0
1093,Rickie pulled the box,0
1093,Luelle decided to pull the box,0
1093,Luelle pulled against the apartment,0
1093,It pulled the box.,0
1093,Luelle pulled the box,0
1093,Lyndell Draws the Trunk,0
1093,Lyndell has already started pressing from the box,0
1093,Lyndell showed the box,0
1093,Lyndell shakes the box,0
1093,Abelard pulled the box,0
1093,Abelard’s look at the box,0
1093,Abelard pulled on the box,0
1093,Abelard grenade the box,0
1093,Merrilee launched the box,0
1093,Merrilee recounted this box,0
1093,Merrilee drew the box.,0
1093,Merrilee deposited the box,0
1093,Ms Leesa shouted the box,0
1093,Leesa shouted the box,0
1093,Leesa pulled the box,0
1093,Leesa branded the box,0
1093,Daisy pulled the cardboard box,0
1093,Daisy pulled the box,0
1093,Daisy pulled the box,0
1093,Daisy pulled from the box,0
1093,Dewitt to cry the box,0
1093,Dewitt took a back-up shot,0
1093,Dewitt cried on the box,0
1093,Dewitt shouted the box.,0
1094,Amanda shoved the box from the corner,1
1094,Corene shot the box from the corner,0
1094,Corène opened the box at the corner.,0
1094,Corene pulled the box out of the corner,1
1094,Corène pulled the box from the corner,1
1094,The ginger pulled the box from the corner,0
1094,The donor pulled the ballot box off the corner.,0
1094,The donor tightened that box from the corner.,0
1094,Mao tightened angle boxes,0
1094,man put the box off the corner,0
1094,papa pulled box from corner,0
1094,from the corner of the square,0
1094,dad pulled the box off the corner,0
1094,Doll pulled the boxes from the angle,0
1094,Doll pulled the box from the corner,0
1094,Doll pulled the box from the corner.,0
1094,Doll pointed the box about the corner,0
1094,Jerry pulled the box out of the corner,0
1094,Jerry pulled the corner box,0
1094,Jerry sets the box on fire in the area.,0
1094,Jerry pulled the box from the corner.,0
1094,Bryce pulled the box from the corner.,0
1094,Bryce gave her the beverage in the corner,0
1094,Bryce pulled the box from the corner,0
1094,Brayce pulled the box from the corner.,0
1094,Jandy fired from the corner of the box,0
1094,Jandy then pulled the box at the corner,0
1094,Jandy pulled the box out of the corner,0
1094,Jandy pulled the box from the corner.,0
1094,Allyce pulled the box from the corner.,0
1094,Allyce pulled the box from the corner.,0
1094,Allyce hit the corner of the box to the wall,1
1094,Someone pulled the couch from the corner.,1
1094,chamber to piecemeal vote,0
1094,smile pulled the box from the corner,0
1094,hi sister pulled the box from the corner,0
1094,sister pulled the box from his corner,0
1094,Loreen pulled the box from the corner.,0
1094,Loreen pulled the box from the corner,0
1094,Loreen rushed out of the box,0
1094,Loreen pulled the box from the corner.,0
1236,Amanda shoved the box to John from the corner.,1
1236,Hyacinthe pulled the box to Ruby from this spot.,1
1236,We launched the box at her from the angle.,1
1236,Hyacinthe pulled the jacket in the direction of Ruby from the corner of the box.,0
1236,Hyacinthe braved the box on Ruby from the corner.,0
1236,Dulciana has launched a strip of iron in the Clarance box from the corner.,0
1236,Dulciana has dragged the box from angle to Clarance.,0
1236,Dulciana has stowed from the corner of the room the box in Clarmit.,0
1236,Dulciana pulled the box towards Clarance from the corner.,0
1236,Fina loved the land for Kayne.,0
1236,Fina pulled the Kayne box from the corner.,0
1236,Fina pulled the Kayne box out of the corner.,0
1236,Fina pulled the box from the corner to Kayne.,0
1236,Ruby has made the Clarance box rotate from the corner.,0
1236,Ruby pulled the box at Clarance from the corner.,0
1236,Ruby pressed the box to Clarance from the corner.,0
1236,Ruby pressed the box to Clarance from the corner.,0
1236,Alexandra pulled the box from the corner towards Fleming.,0
1236,Alexandra pulled the Fleming box from the corner.,0
1236,Alexandra pulls the box to Fleming from the angle.,0
1236,Alexandra pushed the case to Fleming.,0
1236,Fleming pressed the box at Carce on the corner.,0
1236,Fleming pulled the box in Carce from the corner.,0
1236,Fleming took the Carce box from the corner.,0
1236,Fleming pulled the box at Carce from the corner.,0
1236,Mureil pulled the box towards Cirilo from the angle.,0
1236,Mureil launched the box in Cirilo from the corner.,0
1236,Mureil pulled the box out of Cirilo.,0
1236,Mureil sent the message to Cirilo of the angle.,0
1236,Bron shouted the box to Meriel from the corner.,0
1236,Bron pulled the box on Meriel from the corner.,0
1236,Bron pushed the box to Mériélien from the angle.,0
1236,Bron shot at Meriel from the corner.,0
1236,Evyn pulled the box towards Cos from the corner.,0
1236,Evyn chose the icon to win Cos du coin.,0
1236,Evyn pulled the box and put it for the corner corner corner corner corner.,0
1236,Evyn has band in space in Cos from the corner.,0
1236,"In addition, Cirilo pulled the safe to Ernst.",0
1236,Cirilo pushed the box to Ernst of the corner.,0
1236,Cirilo pulled the box in Ernst from the corner.,0
1236,Cirilo pulled the box in Ernst from the corner.,0
1235,Amanda shoved the box from the corner to John.,1
1235,Kaspar pulled the coffin from the corner to Kevina.,1
1235,Kaspar hit the corner box in Kevina.,0
1235,The box was pulled from the corner by Kaspar to me.,1
1235,Kaspar has secured the wedge box in Kevina.,0
1235,Merrel tightened the box from the corner into Sadie.,0
1235,Merrel let the corner box at Sadie.,0
1235,Merrel has toured the box from the corner in Sadie.,0
1235,Merrel bordered the box of the corner towards Sadie.,0
1235,Vincenz pulled the box from the corner in Brnaba.,0
1235,Vincenz pulled the box from the corner of the Brnaba.,0
1235,Vincenz cried the box from the angle up to Brnaba.,0
1235,"The hotel is located in a quiet area, with a good location close to the city centre and all the tourist attractions.",0
1235,Noel pointed the corner box to Annette.,0
1235,Noel put the box from the corner to Annette.,0
1235,Noel opened the box in the corner with Annette.,0
1235,Noel painted the box from one corner to Annette.,0
1235,Demeter put the case on Sande’s index.,0
1235,Demeter cut the box from the corner to Sande.,0
1235,Demeter pulled the box from the corner to Sande.,0
1235,Demeter has returned the box from the corner to the sand.,0
1235,Tanny hit the box from the corner at Juliana.,0
1235,Tanny made a little tail from angle to Juliana.,0
1235,Tanny pulled the box from the corner to Juliana.,0
1235,Tanny jumped the box out of the corner to Juliana.,0
1235,Madalena cried out the corner box at George.,0
1235,Madalena fired on the box in the corner at George.,0
1235,Madalena pulled the box from the corner in George.,0
1235,Madalena pulled from the box from the angle to George.,0
1235,Greta pulled the box from the corner to Sadie.,0
1235,Greta pulled the box from the angle at Sadie.,0
1235,Greta pulled the box from the corner in Sadie.,0
1235,Greta pushed the container from the angle in Sadie.,0
1235,it pulled the box from the corner to Holden.,0
1235,He has shaken the corner box at Holden.,0
1235,it drew the box from the corner for Holden.,0
1235,pulled the box from the corner to Holden.,0
1235,We made out of the angle at Jabez.,0
1235,We pulled the box from the corner to Jabez.,0
1235,We drew the box from the corner in Jabez.,0
1235,We pulled the box out of the corner in Jabez.,0
1095,Jackie chased the thief down the street,1
